ID_Cliente,Edad,Género,Ítem_Comprado,Categoría,Cantidad_Pagada (dólares),Ubicación,Talla,Color,Temporada,Calificación_Reseña,Suscripción,Tipo_Envío,Descuento,Compras_Anteriores,Tipo_Pago,Frecuencia_Compra
173,54,Masculino,Joyas,Accesorios,"$67,00",Nebraska,M,Violeta,Verano,"3,9",Sí,Entrega al día siguiente,Sí,42,Tarjeta de crédito,Quincenal
174,25,Masculino,Sombrero,Accesorios,"$46,00",Hawaii,M,Turquesa,Otoño,"3,4",Sí,Estándar,Sí,30,Dinero,Anualmente
175,41,Masculino,Zapatos,Calzado,"$35,00",Vermont,L,Marrón,Invierno,"3,5",Sí,Express,Sí,37,Venmo,Anualmente
176,53,Masculino,Abrigo,Ropa de abrigo,"$86,00",Oklahoma,L,Violeta,Otoño,"2,8",Sí,Entrega al día siguiente,Sí,2,Transferencia bancaria,Anualmente
177,53,Masculino,Mochila,Accesorios,"$81,00",New Hampshire,L,Negro,Primavera,"2,7",Sí,Entrega al día siguiente,Sí,30,Tarjeta de crédito,Trimestral
178,21,Masculino,Sudadera,Ropa,"$42,00",Kansas,L,Magenta,Otoño,"3,7",Sí,Entrega al día siguiente,Sí,47,Transferencia bancaria,Mensual
179,61,Masculino,Falda,Ropa,"$43,00",Idaho,L,Lavanda,Otoño,"4,3",Sí,Envío en 2 días,Sí,21,PayPal,Trimestral
180,64,Masculino,Botas,Calzado,"$31,00",Illinois,M,Violeta,Otoño,"4,9",Sí,Recogida en tienda,Sí,9,Transferencia bancaria,Quincenal
181,51,Masculino,Sandalias,Calzado,"$81,00",South Dakota,L,Verde,Otoño,"3,3",Sí,Recogida en tienda,Sí,12,Tarjeta de débito,Quincenal
182,32,Masculino,Pantalones,Ropa,"$61,00",Massachusetts,M,Beige,Verano,"4,7",Sí,Entrega al día siguiente,Sí,4,Transferencia bancaria,Semanalmente
183,38,Masculino,Guantes,Accesorios,"$96,00",Alabama,XL,Púrpura,Verano,"2,8",Sí,Recogida en tienda,Sí,10,Tarjeta de débito,Anualmente
184,58,Masculino,Falda,Ropa,"$29,00",Ohio,XL,Beige,Primavera,"3,6",Sí,Envío en 2 días,Sí,26,Tarjeta de crédito,Semanalmente
185,32,Masculino,Zapatillas,Calzado,"$33,00",Hawaii,L,Cian,Primavera,"3,0",Sí,Express,Sí,40,Dinero,Quincenal
186,46,Masculino,Camiseta,Ropa,"$32,00",Wisconsin,XL,Plata,Verano,"4,5",Sí,Recogida en tienda,Sí,34,Transferencia bancaria,Quincenal
187,39,Masculino,Mochila,Accesorios,"$56,00",Minnesota,S,Lavanda,Verano,"2,9",Sí,Estándar,Sí,31,Tarjeta de débito,Anualmente
188,19,Masculino,Zapatos,Calzado,"$94,00",Georgia,S,Púrpura,Primavera,"3,3",Sí,Recogida en tienda,Sí,1,Transferencia bancaria,Quincenal
189,50,Masculino,Sudadera,Ropa,"$53,00",Arkansas,M,Rosa,Primavera,"3,1",Sí,Express,Sí,5,Transferencia bancaria,Quincenal
190,36,Masculino,Blusa,Ropa,"$82,00",West Virginia,M,Granate,Otoño,"4,4",Sí,Entrega al día siguiente,Sí,4,Tarjeta de crédito,Semanalmente
191,65,Masculino,Abrigo,Ropa de abrigo,"$70,00",Indiana,XL,Beige,Otoño,"3,0",Sí,Envío gratis,Sí,48,Venmo,Trimestral
192,64,Masculino,Sombrero,Accesorios,"$76,00",Utah,M,Gris,Otoño,"3,9",Sí,Envío gratis,Sí,29,Dinero,Trimestral
193,46,Masculino,Zapatos,Calzado,"$29,00",Nebraska,L,Turquesa,Verano,"2,9",Sí,Express,Sí,12,PayPal,Quincenal
194,36,Masculino,Cinturón,Accesorios,"$100,00",North Dakota,S,Plata,Otoño,"3,0",Sí,Estándar,Sí,29,Venmo,Anualmente
195,51,Masculino,Mochila,Accesorios,"$94,00",Missouri,M,Aceituna,Primavera,"3,1",Sí,Express,Sí,15,Tarjeta de débito,Trimestral
196,51,Masculino,Chaqueta,Ropa de abrigo,"$25,00",New York,M,Magenta,Otoño,"4,3",Sí,Envío gratis,Sí,34,Tarjeta de crédito,Mensual
197,38,Masculino,Botas,Calzado,"$88,00",Washington,M,Lavanda,Verano,"3,9",Sí,Entrega al día siguiente,Sí,41,Tarjeta de crédito,Quincenal
198,59,Masculino,Bufanda,Accesorios,"$78,00",South Carolina,M,Negro,Otoño,"3,2",Sí,Envío en 2 días,Sí,41,Tarjeta de crédito,Mensual
199,57,Masculino,Joyas,Accesorios,"$45,00",Utah,M,Turquesa,Invierno,"4,8",Sí,Estándar,Sí,39,Tarjeta de crédito,Quincenal
200,54,Masculino,Sombrero,Accesorios,"$73,00",Idaho,XL,Verde,Verano,"3,8",Sí,Express,Sí,32,Dinero,Semanalmente
201,25,Masculino,Traje,Ropa,"$61,00",Pennsylvania,S,Verde azulado,Verano,"3,3",Sí,Entrega al día siguiente,Sí,29,Venmo,Mensual
202,69,Masculino,Blusa,Ropa,"$22,00",Missouri,S,Beige,Otoño,"4,3",Sí,Envío gratis,Sí,15,Transferencia bancaria,Anualmente
203,57,Masculino,Sombrero,Accesorios,"$38,00",Nebraska,L,Magenta,Primavera,"2,7",Sí,Express,Sí,33,Venmo,Anualmente
204,70,Masculino,Bufanda,Accesorios,"$38,00",Indiana,S,Amarillo,Otoño,"3,2",Sí,Entrega al día siguiente,Sí,18,Transferencia bancaria,Semanalmente
205,24,Masculino,Zapatillas,Calzado,"$100,00",Arizona,M,Amarillo,Otoño,"4,0",Sí,Recogida en tienda,Sí,35,Dinero,Quincenal
206,67,Masculino,Camisa,Ropa,"$64,00",Hawaii,M,Plata,Invierno,"3,0",Sí,Estándar,Sí,25,PayPal,Semanalmente
207,24,Masculino,Camiseta,Ropa,"$55,00",Wisconsin,L,Plata,Verano,"4,2",Sí,Envío gratis,Sí,6,Venmo,Quincenal
208,62,Masculino,Guantes,Accesorios,"$91,00",Rhode Island,M,Plata,Verano,"2,9",Sí,Express,Sí,17,Transferencia bancaria,Quincenal
209,57,Masculino,Falda,Ropa,"$38,00",Wisconsin,M,Oro,Primavera,"4,1",Sí,Recogida en tienda,Sí,17,Tarjeta de crédito,Mensual
210,55,Masculino,Sandalias,Calzado,"$97,00",Minnesota,S,Aceituna,Invierno,"3,2",Sí,Recogida en tienda,Sí,44,Dinero,Trimestral
211,45,Masculino,Chaqueta,Ropa de abrigo,"$22,00",Vermont,L,Verde azulado,Otoño,"3,0",Sí,Envío en 2 días,Sí,6,PayPal,Quincenal
212,69,Masculino,Falda,Ropa,"$92,00",South Dakota,L,Granate,Otoño,"4,2",Sí,Envío en 2 días,Sí,45,Tarjeta de débito,Quincenal
213,67,Masculino,Bolso,Accesorios,"$84,00",Virginia,L,Azul,Otoño,"4,2",Sí,Express,Sí,7,Tarjeta de débito,Anualmente
214,30,Masculino,Bolso,Accesorios,"$93,00",Nevada,L,Durazno,Otoño,"4,4",Sí,Recogida en tienda,Sí,11,Tarjeta de débito,Trimestral
215,24,Masculino,Chaqueta,Ropa de abrigo,"$50,00",Hawaii,L,Azul,Verano,"4,2",Sí,Entrega al día siguiente,Sí,41,Dinero,Trimestral
216,62,Masculino,Bufanda,Accesorios,"$64,00",New Jersey,S,Naranja,Primavera,"2,8",Sí,Envío en 2 días,Sí,24,PayPal,Quincenal
217,43,Masculino,Bermudas,Ropa,"$61,00",Massachusetts,L,Amarillo,Primavera,"3,7",Sí,Envío gratis,Sí,21,Venmo,Semanalmente
218,35,Masculino,Gafas de sol,Accesorios,"$48,00",Oklahoma,M,Púrpura,Invierno,"3,5",Sí,Entrega al día siguiente,Sí,24,Transferencia bancaria,Anualmente
219,28,Masculino,Camiseta,Ropa,"$45,00",California,S,Magenta,Primavera,"2,9",Sí,Recogida en tienda,Sí,8,Tarjeta de crédito,Trimestral
220,32,Masculino,Cinturón,Accesorios,"$88,00",Nevada,M,Cian,Primavera,"3,0",Sí,Envío gratis,Sí,12,Dinero,Quincenal
221,39,Masculino,Zapatillas,Calzado,"$57,00",Arizona,S,Índigo,Primavera,"3,7",Sí,Express,Sí,48,Tarjeta de débito,Quincenal
222,28,Masculino,Sombrero,Accesorios,"$68,00",North Carolina,XL,Magenta,Verano,"4,4",Sí,Recogida en tienda,Sí,6,Transferencia bancaria,Trimestral
223,47,Masculino,Guantes,Accesorios,"$94,00",New York,XL,Gris,Primavera,"4,5",Sí,Envío en 2 días,Sí,14,PayPal,Quincenal
224,20,Masculino,Pantalones,Ropa,"$41,00",Wyoming,M,Turquesa,Primavera,"4,8",Sí,Envío gratis,Sí,34,PayPal,Anualmente
225,63,Masculino,Medias,Ropa,"$83,00",South Dakota,S,Beige,Verano,"2,9",Sí,Envío gratis,Sí,12,Dinero,Trimestral
226,25,Masculino,Chaqueta,Ropa de abrigo,"$22,00",Arkansas,M,Aceituna,Primavera,"3,2",Sí,Entrega al día siguiente,Sí,11,Transferencia bancaria,Anualmente
227,29,Masculino,Zapatos,Calzado,"$74,00",Texas,L,Violeta,Primavera,"3,3",Sí,Envío gratis,Sí,5,PayPal,Mensual
228,50,Masculino,Vaqueros,Ropa,"$90,00",Rhode Island,M,Turquesa,Invierno,"4,2",Sí,Estándar,Sí,25,Venmo,Quincenal
229,18,Masculino,Medias,Ropa,"$79,00",New Hampshire,M,Blanco,Primavera,"2,9",Sí,Recogida en tienda,Sí,11,Tarjeta de crédito,Anualmente
230,70,Masculino,Sandalias,Calzado,"$28,00",Ohio,S,Plata,Primavera,"4,6",Sí,Entrega al día siguiente,Sí,27,PayPal,Trimestral
231,66,Masculino,Bufanda,Accesorios,"$88,00",Utah,L,Aceituna,Otoño,"4,1",Sí,Estándar,Sí,43,Tarjeta de crédito,Anualmente
232,28,Masculino,Blusa,Ropa,"$26,00",Tennessee,M,Azul,Primavera,"3,1",Sí,Envío en 2 días,Sí,18,Tarjeta de débito,Trimestral
233,54,Masculino,Joyas,Accesorios,"$27,00",Hawaii,L,Púrpura,Invierno,"4,2",Sí,Express,Sí,32,Transferencia bancaria,Quincenal
234,19,Masculino,Jersey,Ropa,"$83,00",Arizona,XL,Amarillo,Otoño,"4,5",Sí,Entrega al día siguiente,Sí,27,Transferencia bancaria,Trimestral
235,20,Masculino,Guantes,Accesorios,"$39,00",South Dakota,S,Plata,Verano,"3,7",Sí,Entrega al día siguiente,Sí,24,Tarjeta de crédito,Semanalmente
236,43,Masculino,Gafas de sol,Accesorios,"$89,00",New Jersey,M,Cian,Invierno,"3,7",Sí,Envío gratis,Sí,31,Tarjeta de débito,Trimestral
237,38,Masculino,Abrigo,Ropa de abrigo,"$68,00",North Dakota,L,Verde,Invierno,"3,4",Sí,Entrega al día siguiente,Sí,39,PayPal,Quincenal
238,50,Masculino,Traje,Ropa,"$90,00",Iowa,M,Beige,Verano,"3,0",Sí,Recogida en tienda,Sí,36,Tarjeta de débito,Quincenal
239,64,Masculino,Falda,Ropa,"$34,00",Ohio,M,Durazno,Otoño,"4,2",Sí,Envío gratis,Sí,5,Dinero,Anualmente
240,49,Masculino,Pantalones,Ropa,"$51,00",Vermont,L,Amarillo,Verano,"2,9",Sí,Express,Sí,47,Tarjeta de crédito,Quincenal
241,47,Masculino,Jersey,Ropa,"$45,00",Montana,XL,Turquesa,Invierno,"3,5",Sí,Envío gratis,Sí,29,Transferencia bancaria,Quincenal
242,36,Masculino,Sudadera,Ropa,"$88,00",Delaware,M,Durazno,Invierno,"4,1",Sí,Envío gratis,Sí,43,Venmo,Quincenal
243,55,Masculino,Abrigo,Ropa de abrigo,"$85,00",New York,L,Gris,Verano,"4,3",Sí,Recogida en tienda,Sí,40,Tarjeta de débito,Trimestral
244,25,Masculino,Joyas,Accesorios,"$100,00",Kentucky,M,Aceituna,Invierno,"2,8",Sí,Envío en 2 días,Sí,4,Tarjeta de débito,Mensual
245,53,Masculino,Cinturón,Accesorios,"$42,00",Oregon,S,Índigo,Primavera,"4,9",Sí,Envío en 2 días,Sí,39,PayPal,Semanalmente
246,49,Masculino,Sandalias,Calzado,"$53,00",Rhode Island,L,Carbón,Verano,"3,3",Sí,Entrega al día siguiente,Sí,45,Venmo,Quincenal
247,35,Masculino,Gafas de sol,Accesorios,"$86,00",Nevada,XL,Beige,Primavera,"3,2",Sí,Express,Sí,20,Venmo,Quincenal
248,29,Masculino,Jersey,Ropa,"$66,00",Montana,XL,Marrón,Primavera,"4,4",Sí,Estándar,Sí,14,Tarjeta de débito,Semanalmente
249,47,Masculino,Cinturón,Accesorios,"$100,00",Pennsylvania,M,Azul,Invierno,"4,8",Sí,Express,Sí,33,PayPal,Semanalmente
250,53,Masculino,Bolso,Accesorios,"$47,00",Alaska,S,Verde azulado,Otoño,"4,2",Sí,Estándar,Sí,18,Tarjeta de crédito,Anualmente
251,33,Masculino,Falda,Ropa,"$25,00",Mississippi,L,Negro,Otoño,"4,0",Sí,Express,Sí,9,Transferencia bancaria,Semanalmente
252,21,Masculino,Bolso,Accesorios,"$51,00",Wyoming,XL,Oro,Invierno,"2,5",Sí,Estándar,Sí,34,PayPal,Anualmente
253,32,Masculino,Bermudas,Ropa,"$41,00",Delaware,M,Violeta,Verano,"3,9",Sí,Envío gratis,Sí,33,Venmo,Quincenal
254,52,Masculino,Botas,Calzado,"$73,00",Oklahoma,L,Cian,Invierno,"4,9",Sí,Envío en 2 días,Sí,15,Transferencia bancaria,Quincenal
255,67,Masculino,Gafas de sol,Accesorios,"$42,00",Indiana,M,Blanco,Invierno,"3,5",Sí,Recogida en tienda,Sí,4,PayPal,Quincenal
256,43,Masculino,Bufanda,Accesorios,"$20,00",Maryland,M,Carbón,Primavera,"4,2",Sí,Envío gratis,Sí,25,Tarjeta de débito,Anualmente
257,58,Masculino,Joyas,Accesorios,"$30,00",South Dakota,XL,Violeta,Primavera,"4,7",Sí,Express,Sí,20,Tarjeta de crédito,Trimestral
258,20,Masculino,Bolso,Accesorios,"$53,00",West Virginia,M,Rojo,Verano,"4,5",Sí,Express,Sí,5,Tarjeta de crédito,Trimestral
259,61,Masculino,Guantes,Accesorios,"$74,00",Alabama,S,Lavanda,Primavera,"2,8",Sí,Express,Sí,16,Dinero,Trimestral
260,32,Masculino,Vaqueros,Ropa,"$57,00",Louisiana,M,Oro,Otoño,"2,9",Sí,Estándar,Sí,13,Tarjeta de débito,Anualmente
261,38,Masculino,Sombrero,Accesorios,"$57,00",Montana,S,Rojo,Invierno,"3,2",Sí,Envío en 2 días,Sí,11,Tarjeta de crédito,Trimestral
262,21,Masculino,Vaqueros,Ropa,"$77,00",California,L,Magenta,Invierno,"4,9",Sí,Estándar,Sí,21,Tarjeta de crédito,Anualmente
263,37,Masculino,Pantalones,Ropa,"$40,00",Hawaii,M,Verde azulado,Verano,"3,7",Sí,Entrega al día siguiente,Sí,6,Tarjeta de débito,Anualmente
264,27,Masculino,Bermudas,Ropa,"$46,00",Iowa,M,Púrpura,Verano,"4,3",Sí,Recogida en tienda,Sí,29,Venmo,Mensual
265,36,Masculino,Pantalones,Ropa,"$78,00",Colorado,S,Carbón,Otoño,"3,9",Sí,Recogida en tienda,Sí,15,Dinero,Anualmente
266,32,Masculino,Mochila,Accesorios,"$59,00",Michigan,M,Gris,Primavera,"3,2",Sí,Envío en 2 días,Sí,17,Transferencia bancaria,Quincenal
267,51,Masculino,Joyas,Accesorios,"$75,00",Louisiana,L,Blanco,Verano,"3,1",Sí,Express,Sí,32,Tarjeta de crédito,Semanalmente
268,64,Masculino,Jersey,Ropa,"$54,00",Maryland,M,Aceituna,Primavera,"3,9",Sí,Envío en 2 días,Sí,42,Venmo,Anualmente
269,68,Masculino,Zapatos,Calzado,"$42,00",Georgia,M,Carbón,Primavera,"2,6",Sí,Recogida en tienda,Sí,21,Dinero,Mensual
270,68,Masculino,Blusa,Ropa,"$44,00",Georgia,M,Carbón,Invierno,"3,3",Sí,Entrega al día siguiente,Sí,9,Dinero,Quincenal
271,33,Masculino,Vaqueros,Ropa,"$52,00",North Dakota,XL,Naranja,Otoño,"4,6",Sí,Envío gratis,Sí,16,Transferencia bancaria,Anualmente
272,65,Masculino,Gafas de sol,Accesorios,"$69,00",Maryland,XL,Amarillo,Verano,"4,6",Sí,Express,Sí,42,Tarjeta de crédito,Quincenal
273,48,Masculino,Joyas,Accesorios,"$26,00",Oregon,M,Beige,Verano,"4,4",Sí,Envío en 2 días,Sí,37,Tarjeta de débito,Quincenal
274,69,Masculino,Abrigo,Ropa de abrigo,"$33,00",North Dakota,S,Plata,Primavera,"4,2",Sí,Express,Sí,32,Tarjeta de débito,Trimestral
275,59,Masculino,Joyas,Accesorios,"$32,00",Maryland,M,Índigo,Primavera,"3,0",Sí,Express,Sí,28,Dinero,Quincenal
276,48,Masculino,Mochila,Accesorios,"$85,00",Virginia,XL,Lavanda,Invierno,"4,0",Sí,Express,Sí,13,Tarjeta de crédito,Semanalmente
277,25,Masculino,Falda,Ropa,"$30,00",South Dakota,XL,Turquesa,Otoño,"3,5",Sí,Express,Sí,11,Transferencia bancaria,Quincenal
278,29,Masculino,Camisa,Ropa,"$29,00",Georgia,M,Verde,Invierno,"3,0",Sí,Recogida en tienda,Sí,36,Transferencia bancaria,Quincenal
279,57,Masculino,Jersey,Ropa,"$95,00",Hawaii,M,Naranja,Primavera,"3,7",Sí,Express,Sí,23,Tarjeta de débito,Anualmente
280,23,Masculino,Zapatillas,Calzado,"$69,00",Arkansas,L,Turquesa,Verano,"4,0",Sí,Estándar,Sí,37,Transferencia bancaria,Mensual
281,45,Masculino,Sandalias,Calzado,"$69,00",Montana,S,Cian,Otoño,"4,2",Sí,Envío en 2 días,Sí,21,Dinero,Quincenal
282,38,Masculino,Cinturón,Accesorios,"$61,00",Oklahoma,XL,Carbón,Primavera,"2,5",Sí,Estándar,Sí,22,Tarjeta de débito,Quincenal
283,21,Masculino,Falda,Ropa,"$94,00",Minnesota,M,Verde azulado,Verano,"3,0",Sí,Envío en 2 días,Sí,9,Dinero,Mensual
284,32,Masculino,Jersey,Ropa,"$30,00",Montana,S,Granate,Otoño,"3,2",Sí,Entrega al día siguiente,Sí,16,Venmo,Anualmente
285,63,Masculino,Falda,Ropa,"$45,00",Ohio,M,Rojo,Verano,"3,5",Sí,Estándar,Sí,4,PayPal,Trimestral
286,29,Masculino,Bolso,Accesorios,"$39,00",Kentucky,XL,Amarillo,Verano,"4,8",Sí,Express,Sí,3,Tarjeta de débito,Quincenal
287,27,Masculino,Joyas,Accesorios,"$51,00",Nebraska,L,Gris,Verano,"2,6",Sí,Recogida en tienda,Sí,6,Tarjeta de débito,Anualmente
288,56,Masculino,Bufanda,Accesorios,"$37,00",Delaware,L,Azul,Primavera,"3,4",Sí,Envío en 2 días,Sí,18,Venmo,Quincenal
289,30,Masculino,Camiseta,Ropa,"$62,00",North Carolina,M,Lavanda,Invierno,"3,7",Sí,Envío en 2 días,Sí,34,Venmo,Quincenal
290,49,Masculino,Abrigo,Ropa de abrigo,"$85,00",New York,M,Amarillo,Otoño,"4,5",Sí,Envío en 2 días,Sí,26,Tarjeta de crédito,Mensual
291,58,Masculino,Camiseta,Ropa,"$33,00",Colorado,M,Índigo,Invierno,"3,7",Sí,Estándar,Sí,50,PayPal,Semanalmente
292,57,Masculino,Traje,Ropa,"$26,00",Delaware,XL,Violeta,Otoño,"3,3",Sí,Entrega al día siguiente,Sí,40,Transferencia bancaria,Mensual
293,60,Masculino,Zapatos,Calzado,"$99,00",Utah,M,Verde,Primavera,"4,7",Sí,Envío gratis,Sí,24,Dinero,Trimestral
294,69,Masculino,Bolso,Accesorios,"$39,00",Connecticut,M,Blanco,Primavera,"2,7",Sí,Express,Sí,33,PayPal,Anualmente
295,70,Masculino,Falda,Ropa,"$20,00",New Jersey,M,Oro,Primavera,"4,6",Sí,Recogida en tienda,Sí,19,Tarjeta de crédito,Trimestral
296,53,Masculino,Gafas de sol,Accesorios,"$42,00",West Virginia,M,Índigo,Invierno,"2,7",Sí,Recogida en tienda,Sí,24,Tarjeta de crédito,Trimestral
297,25,Masculino,Sandalias,Calzado,"$74,00",Indiana,S,Lavanda,Primavera,"4,8",Sí,Envío en 2 días,Sí,19,Tarjeta de crédito,Semanalmente
298,48,Masculino,Zapatos,Calzado,"$26,00",Delaware,XL,Púrpura,Verano,"4,4",Sí,Estándar,Sí,4,Tarjeta de crédito,Quincenal
299,69,Masculino,Camiseta,Ropa,"$53,00",Maryland,M,Lavanda,Invierno,"4,0",Sí,Estándar,Sí,11,Venmo,Trimestral
300,25,Masculino,Zapatillas,Calzado,"$80,00",Pennsylvania,M,Granate,Verano,"3,2",Sí,Entrega al día siguiente,Sí,28,PayPal,Quincenal
301,29,Masculino,Sombrero,Accesorios,"$98,00",Iowa,M,Verde azulado,Primavera,"4,4",Sí,Recogida en tienda,Sí,24,PayPal,Semanalmente
302,46,Masculino,Falda,Ropa,"$95,00",Pennsylvania,M,Verde,Primavera,"3,8",Sí,Estándar,Sí,25,Tarjeta de crédito,Trimestral
303,37,Masculino,Jersey,Ropa,"$44,00",Delaware,L,Aceituna,Verano,"3,6",Sí,Express,Sí,27,Transferencia bancaria,Trimestral
304,20,Masculino,Sandalias,Calzado,"$60,00",Oregon,M,Turquesa,Verano,"3,3",Sí,Entrega al día siguiente,Sí,49,Venmo,Semanalmente
305,40,Masculino,Traje,Ropa,"$84,00",Oregon,M,Verde,Invierno,"3,4",Sí,Entrega al día siguiente,Sí,45,Tarjeta de crédito,Quincenal
306,60,Masculino,Jersey,Ropa,"$59,00",Utah,M,Verde azulado,Otoño,"3,5",Sí,Envío en 2 días,Sí,26,PayPal,Anualmente
307,26,Masculino,Chaqueta,Ropa de abrigo,"$49,00",North Dakota,S,Blanco,Verano,"3,6",Sí,Express,Sí,4,Dinero,Anualmente
308,29,Masculino,Guantes,Accesorios,"$32,00",Florida,M,Naranja,Invierno,"3,2",Sí,Envío gratis,Sí,3,Tarjeta de crédito,Trimestral
309,66,Masculino,Bolso,Accesorios,"$29,00",Maryland,M,Beige,Otoño,"3,7",Sí,Estándar,Sí,45,Venmo,Quincenal
310,66,Masculino,Traje,Ropa,"$22,00",Minnesota,M,Amarillo,Primavera,"4,5",Sí,Estándar,Sí,21,Dinero,Quincenal
311,56,Masculino,Pantalones,Ropa,"$85,00",Montana,M,Carbón,Invierno,"4,6",Sí,Estándar,Sí,50,Dinero,Quincenal
312,69,Masculino,Vaqueros,Ropa,"$52,00",Rhode Island,L,Plata,Invierno,"4,1",Sí,Recogida en tienda,Sí,19,Transferencia bancaria,Mensual
313,38,Masculino,Pantalones,Ropa,"$89,00",Massachusetts,L,Verde,Primavera,"3,4",Sí,Entrega al día siguiente,Sí,6,PayPal,Anualmente
314,42,Masculino,Traje,Ropa,"$77,00",Vermont,M,Rosa,Primavera,"3,7",Sí,Express,Sí,50,Tarjeta de crédito,Trimestral
315,30,Masculino,Pantalones,Ropa,"$24,00",New Jersey,M,Púrpura,Verano,"3,3",Sí,Recogida en tienda,Sí,17,Tarjeta de débito,Trimestral
316,66,Masculino,Joyas,Accesorios,"$24,00",Wisconsin,XL,Naranja,Primavera,"4,5",Sí,Express,Sí,24,Tarjeta de débito,Anualmente
317,36,Masculino,Bolso,Accesorios,"$22,00",California,M,Carbón,Otoño,"3,3",Sí,Envío gratis,Sí,46,Venmo,Mensual
318,58,Masculino,Jersey,Ropa,"$82,00",West Virginia,L,Verde azulado,Otoño,"4,3",Sí,Estándar,Sí,42,Dinero,Trimestral
319,45,Masculino,Mochila,Accesorios,"$67,00",South Dakota,M,Beige,Invierno,"2,5",Sí,Estándar,Sí,10,Dinero,Anualmente
320,47,Masculino,Bermudas,Ropa,"$74,00",Maine,XL,Blanco,Primavera,"2,6",Sí,Estándar,Sí,1,Dinero,Trimestral
321,66,Masculino,Joyas,Accesorios,"$72,00",Kansas,L,Blanco,Verano,"4,9",Sí,Estándar,Sí,28,Tarjeta de débito,Trimestral
322,41,Masculino,Zapatillas,Calzado,"$36,00",Vermont,L,Naranja,Verano,"4,7",Sí,Envío gratis,Sí,48,Tarjeta de débito,Trimestral
323,41,Masculino,Cinturón,Accesorios,"$95,00",Tennessee,S,Cian,Invierno,"3,0",Sí,Estándar,Sí,47,Tarjeta de crédito,Mensual
324,66,Masculino,Sudadera,Ropa,"$78,00",Tennessee,M,Naranja,Invierno,"3,5",Sí,Entrega al día siguiente,Sí,29,PayPal,Quincenal
325,37,Masculino,Camisa,Ropa,"$82,00",Wyoming,M,Aceituna,Verano,"4,8",Sí,Estándar,Sí,37,Venmo,Trimestral
326,70,Masculino,Pantalones,Ropa,"$70,00",Vermont,M,Carbón,Invierno,"4,3",Sí,Envío gratis,Sí,38,Tarjeta de débito,Anualmente
327,62,Masculino,Bufanda,Accesorios,"$41,00",New Jersey,M,Blanco,Otoño,"3,2",Sí,Recogida en tienda,Sí,48,Transferencia bancaria,Semanalmente
328,61,Masculino,Abrigo,Ropa de abrigo,"$42,00",Iowa,M,Verde azulado,Verano,"3,1",Sí,Envío gratis,Sí,36,PayPal,Semanalmente
329,48,Masculino,Abrigo,Ropa de abrigo,"$50,00",Florida,M,Amarillo,Otoño,"2,8",Sí,Envío gratis,Sí,9,Tarjeta de crédito,Semanalmente
330,70,Masculino,Medias,Ropa,"$31,00",Nevada,S,Blanco,Verano,"2,9",Sí,Envío en 2 días,Sí,34,Transferencia bancaria,Mensual
331,46,Masculino,Jersey,Ropa,"$51,00",North Dakota,M,Beige,Invierno,"3,7",Sí,Express,Sí,43,Venmo,Quincenal
332,31,Masculino,Camisa,Ropa,"$98,00",Florida,L,Beige,Otoño,"3,3",Sí,Recogida en tienda,Sí,46,PayPal,Trimestral
333,19,Masculino,Camisa,Ropa,"$86,00",New York,M,Granate,Invierno,"2,8",Sí,Envío en 2 días,Sí,5,Tarjeta de crédito,Mensual
334,39,Masculino,Jersey,Ropa,"$64,00",Alaska,M,Verde azulado,Invierno,"4,5",Sí,Estándar,Sí,15,Transferencia bancaria,Quincenal
335,41,Masculino,Blusa,Ropa,"$46,00",Kansas,M,Lavanda,Otoño,"2,6",Sí,Entrega al día siguiente,Sí,30,Tarjeta de crédito,Anualmente
336,20,Masculino,Jersey,Ropa,"$85,00",Oregon,L,Granate,Primavera,"3,7",Sí,Estándar,Sí,44,Venmo,Trimestral
337,36,Masculino,Sombrero,Accesorios,"$81,00",Rhode Island,S,Naranja,Otoño,"4,4",Sí,Express,Sí,16,PayPal,Anualmente
338,32,Masculino,Jersey,Ropa,"$59,00",New Mexico,M,Cian,Invierno,"4,3",Sí,Envío en 2 días,Sí,16,Transferencia bancaria,Anualmente
339,69,Masculino,Sudadera,Ropa,"$79,00",Massachusetts,M,Plata,Invierno,"3,5",Sí,Express,Sí,16,Dinero,Semanalmente
340,40,Masculino,Bermudas,Ropa,"$33,00",Pennsylvania,M,Verde azulado,Primavera,"3,8",Sí,Envío en 2 días,Sí,21,Tarjeta de crédito,Trimestral
341,40,Masculino,Bermudas,Ropa,"$47,00",New Jersey,L,Azul,Verano,"3,5",Sí,Express,Sí,39,Venmo,Trimestral
342,20,Masculino,Sombrero,Accesorios,"$20,00",Utah,S,Azul,Verano,"4,6",Sí,Recogida en tienda,Sí,40,Tarjeta de débito,Quincenal
343,64,Masculino,Abrigo,Ropa de abrigo,"$36,00",Kentucky,M,Aceituna,Primavera,"2,6",Sí,Entrega al día siguiente,Sí,48,Tarjeta de crédito,Trimestral
344,27,Masculino,Sandalias,Calzado,"$39,00",Nebraska,M,Púrpura,Verano,"4,4",Sí,Entrega al día siguiente,Sí,26,Venmo,Mensual
345,24,Masculino,Falda,Ropa,"$71,00",Virginia,M,Carbón,Invierno,"4,0",Sí,Estándar,Sí,46,Tarjeta de débito,Mensual
